id,filepath,label,subset
326,D:\LocalUser\42177 Project\raw\Babesia\0109_145515_12.jpg,babesia,val
327,D:\LocalUser\42177 Project\raw\Babesia\0109_145515_13.jpg,babesia,train
328,D:\LocalUser\42177 Project\raw\Babesia\0109_145515_14.jpg,babesia,val
329,D:\LocalUser\42177 Project\raw\Babesia\0109_145515_15.jpg,babesia,val
330,D:\LocalUser\42177 Project\raw\Babesia\0109_145515_16.jpg,babesia,val
331,D:\LocalUser\42177 Project\raw\Babesia\0109_145515_17.jpg,babesia,train
332,D:\LocalUser\42177 Project\raw\Babesia\0109_145515_18.jpg,babesia,val
333,D:\LocalUser\42177 Project\raw\Babesia\0109_145515_19.jpg,babesia,train
334,D:\LocalUser\42177 Project\raw\Babesia\0109_145515_2.jpg,babesia,val
335,D:\LocalUser\42177 Project\raw\Babesia\0109_145515_20.jpg,babesia,train
336,D:\LocalUser\42177 Project\raw\Babesia\0109_145515_21.jpg,babesia,val
337,D:\LocalUser\42177 Project\raw\Babesia\0109_145515_22.jpg,babesia,val
338,D:\LocalUser\42177 Project\raw\Babesia\0109_145515_23.jpg,babesia,train
339,D:\LocalUser\42177 Project\raw\Babesia\0109_145515_24.jpg,babesia,val
340,D:\LocalUser\42177 Project\raw\Babesia\0109_145515_25.jpg,babesia,train
341,D:\LocalUser\42177 Project\raw\Babesia\0109_145515_3.jpg,babesia,train
342,D:\LocalUser\42177 Project\raw\Babesia\0109_145515_4.jpg,babesia,train
343,D:\LocalUser\42177 Project\raw\Babesia\0109_145515_5.jpg,babesia,val
344,D:\LocalUser\42177 Project\raw\Babesia\0109_145515_6.jpg,babesia,train
345,D:\LocalUser\42177 Project\raw\Babesia\0109_145515_7.jpg,babesia,train
346,D:\LocalUser\42177 Project\raw\Babesia\0109_145515_8.jpg,babesia,train
347,D:\LocalUser\42177 Project\raw\Babesia\0109_145515_9.jpg,babesia,train
348,D:\LocalUser\42177 Project\raw\Babesia\0109_145527_1.jpg,babesia,test
349,D:\LocalUser\42177 Project\raw\Babesia\0109_145527_10.jpg,babesia,val
350,D:\LocalUser\42177 Project\raw\Babesia\0109_145527_11.jpg,babesia,val
351,D:\LocalUser\42177 Project\raw\Babesia\0109_145527_12.jpg,babesia,val
352,D:\LocalUser\42177 Project\raw\Babesia\0109_145527_13.jpg,babesia,train
353,D:\LocalUser\42177 Project\raw\Babesia\0109_145527_2.jpg,babesia,test
354,D:\LocalUser\42177 Project\raw\Babesia\0109_145527_3.jpg,babesia,train
355,D:\LocalUser\42177 Project\raw\Babesia\0109_145527_4.jpg,babesia,test
356,D:\LocalUser\42177 Project\raw\Babesia\0109_145527_5.jpg,babesia,train
357,D:\LocalUser\42177 Project\raw\Babesia\0109_145527_6.jpg,babesia,train
358,D:\LocalUser\42177 Project\raw\Babesia\0109_145527_7.jpg,babesia,train
359,D:\LocalUser\42177 Project\raw\Babesia\0109_145527_8.jpg,babesia,train
360,D:\LocalUser\42177 Project\raw\Babesia\0109_145527_9.jpg,babesia,val
361,D:\LocalUser\42177 Project\raw\Babesia\0109_145539_1.jpg,babesia,train
362,D:\LocalUser\42177 Project\raw\Babesia\0109_145539_10.jpg,babesia,train
363,D:\LocalUser\42177 Project\raw\Babesia\0109_145539_11.jpg,babesia,train
364,D:\LocalUser\42177 Project\raw\Babesia\0109_145539_12.jpg,babesia,test
365,D:\LocalUser\42177 Project\raw\Babesia\0109_145539_13.jpg,babesia,train
366,D:\LocalUser\42177 Project\raw\Babesia\0109_145539_14.jpg,babesia,train
367,D:\LocalUser\42177 Project\raw\Babesia\0109_145539_15.jpg,babesia,train
368,D:\LocalUser\42177 Project\raw\Babesia\0109_145539_2.jpg,babesia,val
369,D:\LocalUser\42177 Project\raw\Babesia\0109_145539_3.jpg,babesia,test
370,D:\LocalUser\42177 Project\raw\Babesia\0109_145539_4.jpg,babesia,train
371,D:\LocalUser\42177 Project\raw\Babesia\0109_145539_5.jpg,babesia,train
372,D:\LocalUser\42177 Project\raw\Babesia\0109_145539_6.jpg,babesia,train
373,D:\LocalUser\42177 Project\raw\Babesia\0109_145539_7.jpg,babesia,test
374,D:\LocalUser\42177 Project\raw\Babesia\0109_145539_8.jpg,babesia,test
375,D:\LocalUser\42177 Project\raw\Babesia\0109_145539_9.jpg,babesia,train
376,D:\LocalUser\42177 Project\raw\Babesia\0109_145550_1.jpg,babesia,test
377,D:\LocalUser\42177 Project\raw\Babesia\0109_145550_10.jpg,babesia,train
378,D:\LocalUser\42177 Project\raw\Babesia\0109_145550_11.jpg,babesia,train
379,D:\LocalUser\42177 Project\raw\Babesia\0109_145550_12.jpg,babesia,train
380,D:\LocalUser\42177 Project\raw\Babesia\0109_145550_2.jpg,babesia,train
381,D:\LocalUser\42177 Project\raw\Babesia\0109_145550_3.jpg,babesia,val
382,D:\LocalUser\42177 Project\raw\Babesia\0109_145550_4.jpg,babesia,train
383,D:\LocalUser\42177 Project\raw\Babesia\0109_145550_5.jpg,babesia,train
384,D:\LocalUser\42177 Project\raw\Babesia\0109_145550_6.jpg,babesia,test
385,D:\LocalUser\42177 Project\raw\Babesia\0109_145550_7.jpg,babesia,train
386,D:\LocalUser\42177 Project\raw\Babesia\0109_145550_8.jpg,babesia,train
387,D:\LocalUser\42177 Project\raw\Babesia\0109_145550_9.jpg,babesia,val
388,D:\LocalUser\42177 Project\raw\Babesia\0109_145603_1.jpg,babesia,val
389,D:\LocalUser\42177 Project\raw\Babesia\0109_145603_2.jpg,babesia,train
390,D:\LocalUser\42177 Project\raw\Babesia\0109_145603_3.jpg,babesia,train
391,D:\LocalUser\42177 Project\raw\Babesia\0109_145603_4.jpg,babesia,test
392,D:\LocalUser\42177 Project\raw\Babesia\0109_145603_5.jpg,babesia,train
393,D:\LocalUser\42177 Project\raw\Babesia\0109_145603_6.jpg,babesia,val
394,D:\LocalUser\42177 Project\raw\Babesia\0109_145603_7.jpg,babesia,test
395,D:\LocalUser\42177 Project\raw\Babesia\0109_145603_8.jpg,babesia,train
396,D:\LocalUser\42177 Project\raw\Babesia\0109_145603_9.jpg,babesia,train
397,D:\LocalUser\42177 Project\raw\Babesia\0109_145636_1.jpg,babesia,train
398,D:\LocalUser\42177 Project\raw\Babesia\0109_145636_10.jpg,babesia,train
399,D:\LocalUser\42177 Project\raw\Babesia\0109_145636_11.jpg,babesia,train
400,D:\LocalUser\42177 Project\raw\Babesia\0109_145636_12.jpg,babesia,train
401,D:\LocalUser\42177 Project\raw\Babesia\0109_145636_13.jpg,babesia,val
402,D:\LocalUser\42177 Project\raw\Babesia\0109_145636_14.jpg,babesia,train
403,D:\LocalUser\42177 Project\raw\Babesia\0109_145636_15.jpg,babesia,val
404,D:\LocalUser\42177 Project\raw\Babesia\0109_145636_16.jpg,babesia,val
405,D:\LocalUser\42177 Project\raw\Babesia\0109_145636_2.jpg,babesia,val
406,D:\LocalUser\42177 Project\raw\Babesia\0109_145636_3.jpg,babesia,train
407,D:\LocalUser\42177 Project\raw\Babesia\0109_145636_4.jpg,babesia,train
408,D:\LocalUser\42177 Project\raw\Babesia\0109_145636_5.jpg,babesia,train
409,D:\LocalUser\42177 Project\raw\Babesia\0109_145636_6.jpg,babesia,test
410,D:\LocalUser\42177 Project\raw\Babesia\0109_145636_7.jpg,babesia,val
411,D:\LocalUser\42177 Project\raw\Babesia\0109_145636_8.jpg,babesia,train
412,D:\LocalUser\42177 Project\raw\Babesia\0109_145636_9.jpg,babesia,train
413,D:\LocalUser\42177 Project\raw\Babesia\0109_145647_1.jpg,babesia,val
414,D:\LocalUser\42177 Project\raw\Babesia\0109_145647_10.jpg,babesia,train
415,D:\LocalUser\42177 Project\raw\Babesia\0109_145647_11.jpg,babesia,test
416,D:\LocalUser\42177 Project\raw\Babesia\0109_145647_12.jpg,babesia,train
417,D:\LocalUser\42177 Project\raw\Babesia\0109_145647_13.jpg,babesia,val
418,D:\LocalUser\42177 Project\raw\Babesia\0109_145647_14.jpg,babesia,train
419,D:\LocalUser\42177 Project\raw\Babesia\0109_145647_15.jpg,babesia,train
420,D:\LocalUser\42177 Project\raw\Babesia\0109_145647_16.jpg,babesia,val
421,D:\LocalUser\42177 Project\raw\Babesia\0109_145647_17.jpg,babesia,val
422,D:\LocalUser\42177 Project\raw\Babesia\0109_145647_18.jpg,babesia,train
423,D:\LocalUser\42177 Project\raw\Babesia\0109_145647_19.jpg,babesia,val
424,D:\LocalUser\42177 Project\raw\Babesia\0109_145647_2.jpg,babesia,val
425,D:\LocalUser\42177 Project\raw\Babesia\0109_145647_20.jpg,babesia,train
426,D:\LocalUser\42177 Project\raw\Babesia\0109_145647_21.jpg,babesia,val
427,D:\LocalUser\42177 Project\raw\Babesia\0109_145647_22.jpg,babesia,train
428,D:\LocalUser\42177 Project\raw\Babesia\0109_145647_3.jpg,babesia,test
429,D:\LocalUser\42177 Project\raw\Babesia\0109_145647_4.jpg,babesia,test
430,D:\LocalUser\42177 Project\raw\Babesia\0109_145647_5.jpg,babesia,train
431,D:\LocalUser\42177 Project\raw\Babesia\0109_145647_6.jpg,babesia,val
432,D:\LocalUser\42177 Project\raw\Babesia\0109_145647_7.jpg,babesia,train
433,D:\LocalUser\42177 Project\raw\Babesia\0109_145647_8.jpg,babesia,train
434,D:\LocalUser\42177 Project\raw\Babesia\0109_145647_9.jpg,babesia,train
435,D:\LocalUser\42177 Project\raw\Babesia\0109_145657_1.jpg,babesia,train
436,D:\LocalUser\42177 Project\raw\Babesia\0109_145657_10.jpg,babesia,test
437,D:\LocalUser\42177 Project\raw\Babesia\0109_145657_11.jpg,babesia,test
438,D:\LocalUser\42177 Project\raw\Babesia\0109_145657_12.jpg,babesia,train
439,D:\LocalUser\42177 Project\raw\Babesia\0109_145657_13.jpg,babesia,train
440,D:\LocalUser\42177 Project\raw\Babesia\0109_145657_14.jpg,babesia,test
441,D:\LocalUser\42177 Project\raw\Babesia\0109_145657_15.jpg,babesia,train
442,D:\LocalUser\42177 Project\raw\Babesia\0109_145657_16.jpg,babesia,test
443,D:\LocalUser\42177 Project\raw\Babesia\0109_145657_17.jpg,babesia,val
444,D:\LocalUser\42177 Project\raw\Babesia\0109_145657_18.jpg,babesia,train
445,D:\LocalUser\42177 Project\raw\Babesia\0109_145657_19.jpg,babesia,train
446,D:\LocalUser\42177 Project\raw\Babesia\0109_145657_2.jpg,babesia,train
447,D:\LocalUser\42177 Project\raw\Babesia\0109_145657_20.jpg,babesia,test
448,D:\LocalUser\42177 Project\raw\Babesia\0109_145657_21.jpg,babesia,test
449,D:\LocalUser\42177 Project\raw\Babesia\0109_145657_22.jpg,babesia,train
450,D:\LocalUser\42177 Project\raw\Babesia\0109_145657_3.jpg,babesia,train
451,D:\LocalUser\42177 Project\raw\Babesia\0109_145657_4.jpg,babesia,val
452,D:\LocalUser\42177 Project\raw\Babesia\0109_145657_5.jpg,babesia,test
453,D:\LocalUser\42177 Project\raw\Babesia\0109_145657_6.jpg,babesia,train
454,D:\LocalUser\42177 Project\raw\Babesia\0109_145657_7.jpg,babesia,test
455,D:\LocalUser\42177 Project\raw\Babesia\0109_145657_8.jpg,babesia,train
456,D:\LocalUser\42177 Project\raw\Babesia\0109_145657_9.jpg,babesia,train
457,D:\LocalUser\42177 Project\raw\Babesia\0109_145718_1.jpg,babesia,train
458,D:\LocalUser\42177 Project\raw\Babesia\0109_145718_10.jpg,babesia,train
459,D:\LocalUser\42177 Project\raw\Babesia\0109_145718_11.jpg,babesia,test
460,D:\LocalUser\42177 Project\raw\Babesia\0109_145718_12.jpg,babesia,train
461,D:\LocalUser\42177 Project\raw\Babesia\0109_145718_13.jpg,babesia,train
462,D:\LocalUser\42177 Project\raw\Babesia\0109_145718_14.jpg,babesia,val
463,D:\LocalUser\42177 Project\raw\Babesia\0109_145718_15.jpg,babesia,train
464,D:\LocalUser\42177 Project\raw\Babesia\0109_145718_16.jpg,babesia,train
465,D:\LocalUser\42177 Project\raw\Babesia\0109_145718_2.jpg,babesia,train
466,D:\LocalUser\42177 Project\raw\Babesia\0109_145718_3.jpg,babesia,train
467,D:\LocalUser\42177 Project\raw\Babesia\0109_145718_4.jpg,babesia,test
468,D:\LocalUser\42177 Project\raw\Babesia\0109_145718_5.jpg,babesia,val
469,D:\LocalUser\42177 Project\raw\Babesia\0109_145718_6.jpg,babesia,train
470,D:\LocalUser\42177 Project\raw\Babesia\0109_145718_7.jpg,babesia,test
471,D:\LocalUser\42177 Project\raw\Babesia\0109_145718_8.jpg,babesia,val
472,D:\LocalUser\42177 Project\raw\Babesia\0109_145718_9.jpg,babesia,train
473,D:\LocalUser\42177 Project\raw\Babesia\0109_145736_1.jpg,babesia,test
474,D:\LocalUser\42177 Project\raw\Babesia\0109_145736_10.jpg,babesia,train
475,D:\LocalUser\42177 Project\raw\Babesia\0109_145736_11.jpg,babesia,train
476,D:\LocalUser\42177 Project\raw\Babesia\0109_145736_12.jpg,babesia,test
477,D:\LocalUser\42177 Project\raw\Babesia\0109_145736_13.jpg,babesia,train
478,D:\LocalUser\42177 Project\raw\Babesia\0109_145736_14.jpg,babesia,train
479,D:\LocalUser\42177 Project\raw\Babesia\0109_145736_15.jpg,babesia,test
480,D:\LocalUser\42177 Project\raw\Babesia\0109_145736_16.jpg,babesia,train
481,D:\LocalUser\42177 Project\raw\Babesia\0109_145736_2.jpg,babesia,train
482,D:\LocalUser\42177 Project\raw\Babesia\0109_145736_3.jpg,babesia,val
483,D:\LocalUser\42177 Project\raw\Babesia\0109_145736_4.jpg,babesia,train
484,D:\LocalUser\42177 Project\raw\Babesia\0109_145736_5.jpg,babesia,train
485,D:\LocalUser\42177 Project\raw\Babesia\0109_145736_6.jpg,babesia,test
486,D:\LocalUser\42177 Project\raw\Babesia\0109_145736_7.jpg,babesia,test
487,D:\LocalUser\42177 Project\raw\Babesia\0109_145736_8.jpg,babesia,val
488,D:\LocalUser\42177 Project\raw\Babesia\0109_145736_9.jpg,babesia,train
489,D:\LocalUser\42177 Project\raw\Babesia\0109_145810_1.jpg,babesia,train
490,D:\LocalUser\42177 Project\raw\Babesia\0109_145810_2.jpg,babesia,train
491,D:\LocalUser\42177 Project\raw\Babesia\0109_145810_3.jpg,babesia,test
492,D:\LocalUser\42177 Project\raw\Babesia\0109_145810_4.jpg,babesia,train
493,D:\LocalUser\42177 Project\raw\Babesia\0109_145810_5.jpg,babesia,val
494,D:\LocalUser\42177 Project\raw\Babesia\0109_145810_6.jpg,babesia,train
495,D:\LocalUser\42177 Project\raw\Babesia\0109_145810_7.jpg,babesia,test
496,D:\LocalUser\42177 Project\raw\Babesia\0109_145810_8.jpg,babesia,val
497,D:\LocalUser\42177 Project\raw\Babesia\0109_145825_1.jpg,babesia,test
498,D:\LocalUser\42177 Project\raw\Babesia\0109_145825_10.jpg,babesia,train
499,D:\LocalUser\42177 Project\raw\Babesia\0109_145825_11.jpg,babesia,train
500,D:\LocalUser\42177 Project\raw\Babesia\0109_145825_12.jpg,babesia,train
501,D:\LocalUser\42177 Project\raw\Babesia\0109_145825_13.jpg,babesia,train
502,D:\LocalUser\42177 Project\raw\Babesia\0109_145825_2.jpg,babesia,val
503,D:\LocalUser\42177 Project\raw\Babesia\0109_145825_3.jpg,babesia,train
504,D:\LocalUser\42177 Project\raw\Babesia\0109_145825_4.jpg,babesia,val
505,D:\LocalUser\42177 Project\raw\Babesia\0109_145825_5.jpg,babesia,val
506,D:\LocalUser\42177 Project\raw\Babesia\0109_145825_6.jpg,babesia,train
507,D:\LocalUser\42177 Project\raw\Babesia\0109_145825_7.jpg,babesia,train
508,D:\LocalUser\42177 Project\raw\Babesia\0109_145825_8.jpg,babesia,val
509,D:\LocalUser\42177 Project\raw\Babesia\0109_145825_9.jpg,babesia,train
510,D:\LocalUser\42177 Project\raw\Babesia\0109_145915_1.jpg,babesia,test
511,D:\LocalUser\42177 Project\raw\Babesia\0109_145915_2.jpg,babesia,test
512,D:\LocalUser\42177 Project\raw\Babesia\0109_145915_3.jpg,babesia,train
513,D:\LocalUser\42177 Project\raw\Babesia\0109_145915_4.jpg,babesia,test
514,D:\LocalUser\42177 Project\raw\Babesia\0109_145915_5.jpg,babesia,train
515,D:\LocalUser\42177 Project\raw\Babesia\0109_145915_6.jpg,babesia,train
516,D:\LocalUser\42177 Project\raw\Babesia\0109_145931_1.jpg,babesia,train
517,D:\LocalUser\42177 Project\raw\Babesia\0109_145931_2.jpg,babesia,test
518,D:\LocalUser\42177 Project\raw\Babesia\0109_145931_3.jpg,babesia,test
519,D:\LocalUser\42177 Project\raw\Babesia\0109_145931_4.jpg,babesia,train
520,D:\LocalUser\42177 Project\raw\Babesia\0109_145931_5.jpg,babesia,val
521,D:\LocalUser\42177 Project\raw\Babesia\0109_145931_6.jpg,babesia,train
522,D:\LocalUser\42177 Project\raw\Babesia\0109_150002_1.jpg,babesia,test
523,D:\LocalUser\42177 Project\raw\Babesia\0109_150002_2.jpg,babesia,test
524,D:\LocalUser\42177 Project\raw\Babesia\0109_150002_3.jpg,babesia,train
525,D:\LocalUser\42177 Project\raw\Babesia\0109_150002_4.jpg,babesia,train
526,D:\LocalUser\42177 Project\raw\Babesia\0109_150124_1.jpg,babesia,train
527,D:\LocalUser\42177 Project\raw\Babesia\0109_150124_2.jpg,babesia,test
528,D:\LocalUser\42177 Project\raw\Babesia\0109_150124_3.jpg,babesia,train
529,D:\LocalUser\42177 Project\raw\Babesia\0109_150124_4.jpg,babesia,train
530,D:\LocalUser\42177 Project\raw\Babesia\0109_150149_1.jpg,babesia,train
531,D:\LocalUser\42177 Project\raw\Babesia\0109_150149_2.jpg,babesia,val
532,D:\LocalUser\42177 Project\raw\Babesia\0109_150149_3.jpg,babesia,test
533,D:\LocalUser\42177 Project\raw\Babesia\0109_150149_4.jpg,babesia,train
534,D:\LocalUser\42177 Project\raw\Babesia\0109_150149_5.jpg,babesia,train
535,D:\LocalUser\42177 Project\raw\Babesia\0109_150149_6.jpg,babesia,val
536,D:\LocalUser\42177 Project\raw\Babesia\0109_150207_1.jpg,babesia,test
537,D:\LocalUser\42177 Project\raw\Babesia\0109_150207_2.jpg,babesia,train
538,D:\LocalUser\42177 Project\raw\Babesia\0109_150207_3.jpg,babesia,train
539,D:\LocalUser\42177 Project\raw\Babesia\0109_150207_4.jpg,babesia,train
540,D:\LocalUser\42177 Project\raw\Babesia\0109_150207_5.jpg,babesia,train
541,D:\LocalUser\42177 Project\raw\Babesia\0109_150207_6.jpg,babesia,train
542,D:\LocalUser\42177 Project\raw\Babesia\0109_150207_7.jpg,babesia,train
543,D:\LocalUser\42177 Project\raw\Babesia\0109_150334_1.jpg,babesia,train
544,D:\LocalUser\42177 Project\raw\Babesia\0109_150334_2.jpg,babesia,train
545,D:\LocalUser\42177 Project\raw\Babesia\0109_150603_1.jpg,babesia,train
546,D:\LocalUser\42177 Project\raw\Babesia\0109_150603_2.jpg,babesia,train
547,D:\LocalUser\42177 Project\raw\Babesia\0109_150603_3.jpg,babesia,train
548,D:\LocalUser\42177 Project\raw\Babesia\0109_150603_4.jpg,babesia,train
549,D:\LocalUser\42177 Project\raw\Babesia\0109_150603_5.jpg,babesia,train
550,D:\LocalUser\42177 Project\raw\Babesia\0109_150603_6.jpg,babesia,train
551,D:\LocalUser\42177 Project\raw\Babesia\0109_150603_7.jpg,babesia,val
552,D:\LocalUser\42177 Project\raw\Babesia\0109_150618_1.jpg,babesia,train
553,D:\LocalUser\42177 Project\raw\Babesia\0109_150631_1.jpg,babesia,train
554,D:\LocalUser\42177 Project\raw\Babesia\0109_150631_2.jpg,babesia,train
555,D:\LocalUser\42177 Project\raw\Babesia\0109_150644_1.jpg,babesia,val
556,D:\LocalUser\42177 Project\raw\Babesia\0109_150644_2.jpg,babesia,train
557,D:\LocalUser\42177 Project\raw\Babesia\0109_150719_1.jpg,babesia,train
558,D:\LocalUser\42177 Project\raw\Babesia\0109_150731_1.jpg,babesia,train
559,D:\LocalUser\42177 Project\raw\Babesia\0109_150741_1.jpg,babesia,test
560,D:\LocalUser\42177 Project\raw\Babesia\0109_150741_2.jpg,babesia,train
561,D:\LocalUser\42177 Project\raw\Babesia\0109_150758_1.jpg,babesia,train
562,D:\LocalUser\42177 Project\raw\Babesia\0109_150811_1.jpg,babesia,train
563,D:\LocalUser\42177 Project\raw\Babesia\0109_150914_1.jpg,babesia,train
564,D:\LocalUser\42177 Project\raw\Babesia\0109_152318_1.jpg,babesia,train
565,D:\LocalUser\42177 Project\raw\Babesia\0109_152318_2.jpg,babesia,train
566,D:\LocalUser\42177 Project\raw\Babesia\0109_152318_3.jpg,babesia,train
567,D:\LocalUser\42177 Project\raw\Babesia\0109_152318_4.jpg,babesia,train
568,D:\LocalUser\42177 Project\raw\Babesia\0109_152318_5.jpg,babesia,train
569,D:\LocalUser\42177 Project\raw\Babesia\0109_152318_6.jpg,babesia,train
570,D:\LocalUser\42177 Project\raw\Babesia\0109_152318_7.jpg,babesia,val
571,D:\LocalUser\42177 Project\raw\Babesia\0109_152318_8.jpg,babesia,val
572,D:\LocalUser\42177 Project\raw\Babesia\0109_152337_1.jpg,babesia,val
573,D:\LocalUser\42177 Project\raw\Babesia\0109_152337_2.jpg,babesia,train
574,D:\LocalUser\42177 Project\raw\Babesia\0109_152337_3.jpg,babesia,train
575,D:\LocalUser\42177 Project\raw\Babesia\0109_152337_4.jpg,babesia,train
576,D:\LocalUser\42177 Project\raw\Babesia\0109_152337_5.jpg,babesia,test
577,D:\LocalUser\42177 Project\raw\Babesia\0109_152439_1.jpg,babesia,train
578,D:\LocalUser\42177 Project\raw\Babesia\0109_152454_1.jpg,babesia,train
579,D:\LocalUser\42177 Project\raw\Babesia\0109_152454_2.jpg,babesia,test
580,D:\LocalUser\42177 Project\raw\Babesia\0109_152454_3.jpg,babesia,train
581,D:\LocalUser\42177 Project\raw\Babesia\0109_152454_4.jpg,babesia,val
582,D:\LocalUser\42177 Project\raw\Babesia\0109_152505_1.jpg,babesia,train
583,D:\LocalUser\42177 Project\raw\Babesia\0109_152537_1.jpg,babesia,train
584,D:\LocalUser\42177 Project\raw\Babesia\0109_152537_2.jpg,babesia,train
585,D:\LocalUser\42177 Project\raw\Babesia\0109_152609_1.jpg,babesia,train
586,D:\LocalUser\42177 Project\raw\Babesia\0109_152609_2.jpg,babesia,test
587,D:\LocalUser\42177 Project\raw\Babesia\0109_152617_1.jpg,babesia,test
588,D:\LocalUser\42177 Project\raw\Babesia\0109_152617_2.jpg,babesia,train
589,D:\LocalUser\42177 Project\raw\Babesia\0109_152617_3.jpg,babesia,train
590,D:\LocalUser\42177 Project\raw\Babesia\0109_152617_4.jpg,babesia,train
591,D:\LocalUser\42177 Project\raw\Babesia\0109_152617_5.jpg,babesia,train
592,D:\LocalUser\42177 Project\raw\Babesia\0109_152617_6.jpg,babesia,train
593,D:\LocalUser\42177 Project\raw\Babesia\0109_152617_7.jpg,babesia,test
594,D:\LocalUser\42177 Project\raw\Babesia\0109_152617_8.jpg,babesia,val
595,D:\LocalUser\42177 Project\raw\Babesia\0109_152631_1.jpg,babesia,val
596,D:\LocalUser\42177 Project\raw\Babesia\0109_152631_2.jpg,babesia,train
597,D:\LocalUser\42177 Project\raw\Babesia\0109_152631_3.jpg,babesia,train
